MetaTest/push-v2/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v2/Iteration,MetaTest/push-v2/SuccessRate,MetaTest/push-v2/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/push-v2/AverageReturn,MetaTest/push-v2/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTest/push-v2/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/push-v2/MinReturn,TotalEnvSteps,MetaTest/push-v2/MaxReturn
28.958640702939025,28.958640702939025,0,0.0,50,0.0,28.958640702939025,0.0,50,22.143435877683277,11.231263405789212,0,22.143435877683277,121.33808057688078,28.958640702939025,0.0,11.231263405789212,230000,121.33808057688078
26.450078020909203,26.450078020909203,1,0.0,50,0.0,26.45007802090921,0.0,50,24.998433393089847,8.66617297843706,1,24.998433393089847,159.38846382575124,26.45007802090921,0.0,8.66617297843706,260000,159.38846382575124
27.28307658473877,27.28307658473877,2,0.0,50,0.0,27.283076584738765,0.0,50,30.16855159547998,8.257017317803452,2,30.16855159547998,214.82819609793958,27.283076584738765,0.0,8.257017317803452,290000,214.82819609793958
33.28518320264673,33.28518320264673,3,0.02,50,0.0,33.28518320264674,0.0,50,59.46791636648547,9.16695630453032,3,59.46791636648547,439.91597991948197,33.28518320264674,0.02,9.16695630453032,320000,439.91597991948197
33.78158334732998,33.78158334732998,4,0.0,50,0.0,33.78158334732997,0.0,50,22.010598244170378,12.039660186939262,4,22.010598244170378,109.69755030048528,33.78158334732997,0.0,12.039660186939262,350000,109.69755030048528
23.561362472004397,23.561362472004397,5,0.0,50,0.0,23.561362472004404,0.0,50,10.083828347635668,8.711195266586975,5,10.083828347635668,59.962355839073766,23.561362472004404,0.0,8.711195266586975,380000,59.962355839073766
31.71355889871378,31.71355889871378,6,0.0,50,0.0,31.71355889871377,0.0,50,45.32248484100779,9.86539165972849,6,45.32248484100779,331.53523272278665,31.71355889871377,0.0,9.86539165972849,410000,331.53523272278665
59.72180943017518,59.72180943017518,7,0.02,50,0.0,59.721809430175156,0.0,50,228.9087270275257,8.39447950613984,7,228.9087270275257,1659.6895942429455,59.721809430175156,0.02,8.39447950613984,440000,1659.6895942429455
22.945913510502173,22.945913510502173,8,0.0,50,0.0,22.945913510502177,0.0,50,9.423247370799531,7.501137497362802,8,9.423247370799531,50.916527630427034,22.945913510502177,0.0,7.501137497362802,470000,50.916527630427034
19.376267990690778,19.376267990690778,9,0.0,50,0.0,19.37626799069077,0.0,50,8.080077884058628,8.870392423221618,9,8.080077884058628,46.56133962065138,19.37626799069077,0.0,8.870392423221618,500000,46.56133962065138
32.62132247639717,32.62132247639717,10,0.04,50,0.0,32.621322476397175,0.0,50,81.20995605748116,4.626657679146351,10,81.20995605748116,528.3852145204893,32.621322476397175,0.04,4.626657679146351,530000,528.3852145204893
17.57819313053652,17.57819313053652,11,0.0,50,0.0,17.57819313053652,0.0,50,23.233987138594767,6.6294496508998595,11,23.233987138594767,163.16819501457852,17.57819313053652,0.0,6.6294496508998595,560000,163.16819501457852
18.149679977491022,18.149679977491022,12,0.0,50,0.0,18.149679977491015,0.0,50,9.048701116629843,3.3760434385778786,12,9.048701116629843,42.606005573754324,18.149679977491015,0.0,3.3760434385778786,590000,42.606005573754324
66.76874794332547,66.76874794332547,13,0.06,50,0.0,66.76874794332547,0.0,50,219.07793581468513,4.288835802352838,13,219.07793581468513,1429.5368068452285,66.76874794332547,0.06,4.288835802352838,620000,1429.5368068452285
6.925129248493981,6.925129248493981,14,0.0,50,0.0,6.925129248493981,0.0,50,1.837343152876283,4.409863722071672,14,1.837343152876283,14.466651677364561,6.925129248493981,0.0,4.409863722071672,650000,14.466651677364561
17.692208902883845,17.692208902883845,15,0.0,50,0.0,17.692208902883845,0.0,50,7.982139092986095,5.143538386434837,15,7.982139092986095,31.53043434777781,17.692208902883845,0.0,5.143538386434837,680000,31.53043434777781
27.07365975544422,27.07365975544422,16,0.0,50,0.0,27.07365975544422,0.0,50,15.935694031783227,7.116088872403128,16,15.935694031783227,124.22767386381912,27.07365975544422,0.0,7.116088872403128,710000,124.22767386381912
22.18830854048887,22.18830854048887,17,0.0,50,0.0,22.18830854048887,0.0,50,16.35748413708694,4.0569858376043655,17,16.35748413708694,93.68155545263367,22.18830854048887,0.0,4.0569858376043655,740000,93.68155545263367
61.707609330957474,61.707609330957474,18,0.04,50,0.0,61.70760933095747,0.0,50,209.2917870411972,4.829985561294633,18,209.2917870411972,1485.2197707605,61.70760933095747,0.04,4.829985561294633,770000,1485.2197707605
27.37333987254445,27.37333987254445,19,0.0,50,0.0,27.37333987254445,0.0,50,15.552936709183843,6.457611773576244,19,15.552936709183843,92.82691904066834,27.37333987254445,0.0,6.457611773576244,800000,92.82691904066834
175.01242583936363,175.01242583936363,20,0.14,50,0.0,175.01242583936357,0.0,50,645.7042667876182,5.458439471073183,20,645.7042667876182,4542.164178535875,175.01242583936357,0.14,5.458439471073183,830000,4542.164178535875
36.049267486115326,36.049267486115326,21,0.04,50,0.0,36.049267486115326,0.0,50,40.083021534169056,10.240650632457776,21,40.083021534169056,257.3744896875829,36.049267486115326,0.04,10.240650632457776,860000,257.3744896875829
45.204556021320876,45.204556021320876,22,0.02,50,0.0,45.204556021320876,0.0,50,65.09960647715548,2.7892385582388557,22,65.09960647715548,474.9579578660808,45.204556021320876,0.02,2.7892385582388557,890000,474.9579578660808
42.5968432508366,42.5968432508366,23,0.0,50,0.0,42.59684325083659,0.0,50,36.9739270904396,3.528806398319567,23,36.9739270904396,153.93390503376435,42.59684325083659,0.0,3.528806398319567,920000,153.93390503376435
44.08742456396105,44.08742456396105,24,0.0,50,0.0,44.08742456396105,0.0,50,52.10548784227046,15.607906270518644,24,52.10548784227046,332.20636718906275,44.08742456396105,0.0,15.607906270518644,950000,332.20636718906275
39.3612470790844,39.3612470790844,25,0.0,50,0.0,39.36124707908441,0.0,50,35.48403373479143,8.971963255784981,25,35.48403373479143,170.71792145375312,39.36124707908441,0.0,8.971963255784981,980000,170.71792145375312
44.41249090893347,44.41249090893347,26,0.0,50,0.0,44.41249090893348,0.0,50,34.91068193505166,4.0344989711342745,26,34.91068193505166,164.8410792413391,44.41249090893348,0.0,4.0344989711342745,1010000,164.8410792413391
88.7538806995569,88.7538806995569,27,0.04,50,0.0,88.75388069955687,0.0,50,229.13437315571514,14.909846354322497,27,229.13437315571514,1326.8539652098625,88.75388069955687,0.04,14.909846354322497,1040000,1326.8539652098625
66.68772101198782,66.68772101198782,28,0.04,50,0.0,66.6877210119878,0.0,50,129.90425840774543,13.1877694080844,28,129.90425840774543,771.7369957090485,66.6877210119878,0.04,13.1877694080844,1070000,771.7369957090485
98.9496998759683,98.9496998759683,29,0.02,50,0.0,98.94969987596832,0.0,50,478.04571138094394,11.25715162624063,29,478.04571138094394,3442.496019235266,98.94969987596832,0.02,11.25715162624063,1100000,3442.496019235266
57.88838049243026,57.88838049243026,30,0.04,50,0.0,57.88838049243026,0.0,50,138.91762923075868,15.377917729435152,30,138.91762923075868,1021.2040665200342,57.88838049243026,0.04,15.377917729435152,1130000,1021.2040665200342
86.63201407457244,86.63201407457244,31,0.02,50,0.0,86.63201407457252,0.0,50,372.8207996398435,10.827758986002452,31,372.8207996398435,2694.2792896016445,86.63201407457252,0.02,10.827758986002452,1160000,2694.2792896016445
60.588731557106776,60.588731557106776,32,0.02,50,0.0,60.588731557106755,0.0,50,61.806338179962104,11.271747224463576,32,61.806338179962104,326.1607055743166,60.588731557106755,0.02,11.271747224463576,1190000,326.1607055743166
127.3802033976206,127.3802033976206,33,0.06,50,0.0,127.38020339762062,0.0,50,340.02001398241566,10.211838941211658,33,340.02001398241566,2085.434985680737,127.38020339762062,0.06,10.211838941211658,1220000,2085.434985680737
47.52416687617217,47.52416687617217,34,0.02,50,0.0,47.5241668761722,0.0,50,88.40528213771871,9.47835207874744,34,88.40528213771871,642.0914282195655,47.5241668761722,0.02,9.47835207874744,1250000,642.0914282195655
54.663165510304864,54.663165510304864,35,0.04,50,0.0,54.663165510304864,0.0,50,86.88713276455996,9.976009543975136,35,86.88713276455996,481.46260372617064,54.663165510304864,0.04,9.976009543975136,1280000,481.46260372617064
118.60288453149693,118.60288453149693,36,0.1,50,0.0,118.60288453149693,0.0,50,269.63828019907305,7.899976498592475,36,269.63828019907305,1528.5167769927764,118.60288453149693,0.1,7.899976498592475,1310000,1528.5167769927764
86.68643043871309,86.68643043871309,37,0.04,50,0.0,86.6864304387131,0.0,50,245.74045969029598,14.541881386236765,37,245.74045969029598,1754.566739611122,86.6864304387131,0.04,14.541881386236765,1340000,1754.566739611122
117.36746119030849,117.36746119030849,38,0.06,50,0.0,117.36746119030846,0.0,50,271.0409042152881,9.599580179607266,38,271.0409042152881,1546.2639494041673,117.36746119030846,0.06,9.599580179607266,1370000,1546.2639494041673
50.774754870988026,50.774754870988026,39,0.02,50,0.0,50.774754870987984,0.0,50,156.54945550417182,10.486805701375866,39,156.54945550417182,1141.3693170829822,50.774754870987984,0.02,10.486805701375866,1400000,1141.3693170829822
51.35722238197115,51.35722238197115,40,0.0,50,0.0,51.35722238197116,0.0,50,38.99263110194043,14.101550902125997,40,38.99263110194043,204.46511966782032,51.35722238197116,0.0,14.101550902125997,1430000,204.46511966782032
72.86641244948858,72.86641244948858,41,0.02,50,0.0,72.86641244948856,0.0,50,131.50857339647592,6.145292326750057,41,131.50857339647592,968.3830755040216,72.86641244948856,0.02,6.145292326750057,1460000,968.3830755040216
104.93185481051613,104.93185481051613,42,0.1,50,0.0,104.93185481051613,0.0,50,196.64016690638925,13.84812857755019,42,196.64016690638925,1038.3500448462462,104.93185481051613,0.1,13.84812857755019,1490000,1038.3500448462462
67.16627552053697,67.16627552053697,43,0.04,50,0.0,67.16627552053697,0.0,50,81.06349169261951,12.052159699289813,43,81.06349169261951,530.5527067446216,67.16627552053697,0.04,12.052159699289813,1520000,530.5527067446216
64.71492220545487,64.71492220545487,44,0.0,50,0.0,64.71492220545487,0.0,50,56.598361196112975,9.162265561954229,44,56.598361196112975,267.41363922934374,64.71492220545487,0.0,9.162265561954229,1550000,267.41363922934374
75.36843364326376,75.36843364326376,45,0.04,50,0.0,75.36843364326377,0.0,50,133.52930282204633,12.057551823219798,45,133.52930282204633,915.3376606208994,75.36843364326377,0.04,12.057551823219798,1580000,915.3376606208994
90.42682823781223,90.42682823781223,46,0.02,50,0.0,90.42682823781233,0.0,50,170.54438064666425,12.150366877783755,46,170.54438064666425,1200.0971956794554,90.42682823781233,0.02,12.150366877783755,1610000,1200.0971956794554
69.23033062578847,69.23033062578847,47,0.02,50,0.0,69.23033062578848,0.0,50,134.56248860826057,18.50495304198331,47,134.56248860826057,969.371809908669,69.23033062578848,0.02,18.50495304198331,1640000,969.371809908669
67.67941548007855,67.67941548007855,48,0.02,50,0.0,67.67941548007856,0.0,50,135.24775051278408,14.819817142247471,48,135.24775051278408,986.4400488684371,67.67941548007856,0.02,14.819817142247471,1670000,986.4400488684371
56.04709650998023,56.04709650998023,49,0.0,50,0.0,56.04709650998025,0.0,50,41.52134652622553,5.839162105783898,49,41.52134652622553,175.55430475171153,56.04709650998025,0.0,5.839162105783898,1700000,175.55430475171153
83.60062702406314,83.60062702406314,50,0.06,50,0.0,83.60062702406317,0.0,50,120.3035217905722,10.198087350692886,50,120.3035217905722,743.865008296662,83.60062702406317,0.06,10.198087350692886,1730000,743.865008296662
46.73735359473653,46.73735359473653,51,0.02,50,0.0,46.73735359473653,0.0,50,44.39445224617928,5.7894801889054435,51,44.39445224617928,252.85320535081718,46.73735359473653,0.02,5.7894801889054435,1760000,252.85320535081718
106.29225149508031,106.29225149508031,52,0.04,50,0.0,106.29225149508032,0.0,50,356.7273080304367,4.933271357417131,52,356.7273080304367,2566.391520889377,106.29225149508032,0.04,4.933271357417131,1790000,2566.391520889377
66.33532037499994,66.33532037499994,53,0.06,50,0.0,66.33532037499992,0.0,50,72.58735251096402,5.422920283765441,53,72.58735251096402,388.08077691725316,66.33532037499992,0.06,5.422920283765441,1820000,388.08077691725316
24.651339976973045,24.651339976973045,54,0.0,50,0.0,24.651339976973034,0.0,50,25.45864555597481,4.427627019407147,54,25.45864555597481,115.6080111844988,24.651339976973034,0.0,4.427627019407147,1850000,115.6080111844988
8.915038273035178,8.915038273035178,55,0.0,50,0.0,8.915038273035178,0.0,50,19.37495982286005,3.1619661970309614,55,19.37495982286005,129.8047837478128,8.915038273035178,0.0,3.1619661970309614,1880000,129.8047837478128
77.85621377998979,77.85621377998979,56,0.02,50,0.0,77.85621377998979,0.0,50,124.72375296448105,5.710133733516046,56,124.72375296448105,696.3104091635392,77.85621377998979,0.02,5.710133733516046,1910000,696.3104091635392
187.6507990160905,187.6507990160905,57,0.08,50,0.0,187.65079901609045,0.0,50,506.191394894175,6.597021941257668,57,506.191394894175,2731.308709570461,187.65079901609045,0.08,6.597021941257668,1940000,2731.308709570461
100.63411763773829,100.63411763773829,58,0.02,50,0.0,100.63411763773831,0.0,50,154.56694794367996,12.325391306300729,58,154.56694794367996,964.7265786468151,100.63411763773831,0.02,12.325391306300729,1970000,964.7265786468151
95.95886922159421,95.95886922159421,59,0.0,50,0.0,95.95886922159414,0.0,50,153.12308293027144,7.808944410372398,59,153.12308293027144,709.9261141529283,95.95886922159414,0.0,7.808944410372398,2000000,709.9261141529283
126.88063738911906,126.88063738911906,60,0.06,50,0.0,126.88063738911902,0.0,50,346.22476223137977,4.640075048875194,60,346.22476223137977,2040.1223918875448,126.88063738911902,0.06,4.640075048875194,2030000,2040.1223918875448
12.069866528128102,12.069866528128102,61,0.0,50,0.0,12.069866528128108,0.0,50,18.559849886463404,3.667755211500594,61,18.559849886463404,90.506287791494,12.069866528128108,0.0,3.667755211500594,2060000,90.506287791494
122.88653759306519,122.88653759306519,62,0.12,50,0.0,122.88653759306516,0.0,50,147.67394152389792,5.482846148784489,62,147.67394152389792,832.0373256105075,122.88653759306516,0.12,5.482846148784489,2090000,832.0373256105075
64.37656163782258,64.37656163782258,63,0.04,50,0.0,64.37656163782259,0.0,50,93.23290483032477,6.097299663087355,63,93.23290483032477,551.7522580017652,64.37656163782259,0.04,6.097299663087355,2120000,551.7522580017652
110.46030725036617,110.46030725036617,64,0.08,50,0.0,110.4603072503662,0.0,50,212.20949908676357,11.324966592592958,64,212.20949908676357,1183.447531751073,110.4603072503662,0.08,11.324966592592958,2150000,1183.447531751073
